name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,preferred_foot
T. Vermaelen,11/14/1985,33,182.88,79.8,"CB,LB",Belgium,77,77,5000000.0,Left
N. Füllkrug,2/9/1993,26,187.96,83.0,ST,Germany,77,78,10500000.0,Right
Pedro Obiang,3/27/1992,26,185.42,74.8,"CDM,CM",Equatorial Guinea,77,79,9000000.0,Right
Wallace,10/14/1994,24,190.5,84.8,CB,Brazil,77,81,10000000.0,Right
Djaniny,3/21/1991,27,190.5,78.0,"ST,RW",Cape Verde,77,78,10500000.0,Right
Roberto,2/10/1986,33,193.04,93.9,GK,Spain,77,77,5000000.0,Right
S. Tasci,4/24/1987,31,185.42,81.2,CB,Germany,77,77,6000000.0,Right
L. Schøne,5/27/1986,32,152.4,78.0,"CM,CDM",Denmark,77,77,6500000.0,Right
J. Defoe,10/7/1982,36,170.18,64.9,ST,England,77,77,4100000.0,Right
V. Babacan,8/11/1988,30,193.04,86.2,GK,Turkey,77,78,7000000.0,Right
O. Ighalo,6/16/1989,29,182.88,74.8,ST,Nigeria,77,77,9000000.0,Right
A. Schürrle,11/6/1990,28,182.88,71.2,"RW,LW",Germany,77,77,9500000.0,Right
E. Skhiri,5/10/1995,23,185.42,68.9,"CDM,CM",Tunisia,77,81,10000000.0,Right
W. Anton,7/20/1996,22,187.96,74.8,"CB,CDM",Germany,77,84,11000000.0,Right
R. Palacio,2/5/1982,37,175.26,69.9,"ST,LW",Argentina,77,77,3200000.0,Right
K. Lasagna,8/10/1992,26,185.42,79.8,ST,Italy,77,80,11500000.0,Left
D. Cvitanich,5/16/1984,34,175.26,72.1,ST,Argentina,77,77,4700000.0,Right
S. De Maio,3/5/1987,32,190.5,89.8,CB,France,77,77,6000000.0,Right
S. Terodde,3/2/1988,31,193.04,83.0,ST,Germany,77,77,8500000.0,Right
J. De Guzmán,9/13/1987,31,175.26,73.9,"CM,CDM,CAM",Netherlands,77,77,8000000.0,Right
R. Civelli,10/14/1983,35,195.58,88.9,CB,Argentina,77,77,2700000.0,Right
Pablo Maffeo,7/12/1997,21,172.72,69.9,"RWB,RM",Spain,77,84,10500000.0,Right
Cédric,8/31/1991,27,172.72,67.1,"RB,RWB",Portugal,77,78,8500000.0,Right
K. Papadopoulos,2/23/1992,27,185.42,87.1,CB,Greece,77,79,9000000.0,Right
A. Szymanowski,10/13/1988,30,175.26,64.9,"LM,CM,LW",Argentina,77,77,8500000.0,Left
J. Kucka,2/26/1987,32,185.42,83.9,"CM,CDM",Slovakia,77,77,7500000.0,Right
P. Jagielka,8/17/1982,36,154.94,87.1,CB,England,77,77,2100000.0,Right
M. Benassi,9/8/1994,24,182.88,79.8,CM,Italy,77,82,11500000.0,Right
P. Jansson,2/13/1991,28,195.58,86.2,CB,Sweden,77,79,8500000.0,Right
B. Espinosa,7/11/1989,29,193.04,83.9,CB,Colombia,77,77,7000000.0,Right
José Sá,1/17/1993,26,193.04,84.8,GK,Portugal,77,82,8500000.0,Right
M. Sels,2/26/1992,27,190.5,88.0,GK,Belgium,77,80,7500000.0,Right
Yuri Berchiche,2/10/1990,29,154.94,79.8,LB,Spain,77,77,7000000.0,Left
R. Borré,9/15/1995,23,175.26,71.2,ST,Colombia,77,83,12500000.0,Right
Paulinho,11/9/1992,26,187.96,81.2,ST,Portugal,77,79,11000000.0,Left
C. Piccini,9/26/1992,26,187.96,78.9,"RB,RWB",Italy,77,79,9000000.0,Right
B. André,8/3/1990,28,154.94,76.2,"CM,CDM",France,77,77,9000000.0,Right
Barragán,6/12/1987,31,182.88,76.2,"RWB,RB,RM",Spain,77,77,6000000.0,Right
M. Samatta,12/13/1992,26,182.88,79.8,ST,Tanzania,77,80,11500000.0,Right
I. Diop,1/9/1997,22,193.04,92.1,CB,France,77,86,12000000.0,Right
M. Lowton,6/9/1989,29,154.94,78.0,RB,England,77,77,6500000.0,Right
T. Hernández,10/6/1997,21,182.88,82.1,LB,France,77,85,11000000.0,Left
Juanpe,4/30/1991,27,190.5,84.8,CB,Spain,77,78,8500000.0,Right
K. Tete,10/9/1995,23,154.94,71.2,"RB,RWB",Netherlands,77,82,10000000.0,Right
B. Džemaili,4/12/1986,32,152.4,73.0,"CM,CAM",Switzerland,77,77,6500000.0,Right
André André,8/26/1989,29,175.26,64.9,"CM,CDM",Portugal,77,77,9000000.0,Right
Balenziaga,2/29/1988,31,152.4,76.2,LB,Spain,76,76,5500000.0,Left
V. Behrami,4/19/1985,33,185.42,78.0,"CDM,CM",Switzerland,76,76,3100000.0,Right
D. Reyes,9/19/1992,26,187.96,73.9,CB,Mexico,76,79,8000000.0,Right
Caiuby,7/14/1988,30,182.88,84.8,"LM,LW,ST",Brazil,76,76,7500000.0,Right
S. Doumbia,12/31/1987,31,152.4,71.2,ST,Ivory Coast,76,76,7500000.0,Right
João Félix,11/10/1999,19,154.94,69.9,"CF,LW",Portugal,76,89,14000000.0,Right
L. López,9/1/1989,29,190.5,82.1,CB,Argentina,76,76,6000000.0,Right
Mario Suárez,2/24/1987,32,187.96,79.8,"CM,CDM,CB",Spain,76,76,6500000.0,Right
J. Lössl,2/1/1989,30,195.58,88.0,GK,Denmark,76,77,6000000.0,Right
G. Castro,6/11/1987,31,172.72,72.1,"CM,CDM",Germany,76,76,6500000.0,Right
M. Phillips,3/13/1991,27,182.88,74.8,"CAM,CM,RW",Scotland,76,76,8000000.0,Right
Gabriel Boschilia,3/5/1996,23,172.72,63.0,"CAM,LM,RW",Brazil,76,82,10500000.0,Left
Wu Lei,11/19/1991,27,175.26,66.2,"ST,RW,LW,CF",China PR,76,77,9000000.0,Right
N. Blandi,1/13/1990,29,154.94,76.2,ST,Argentina,76,76,8000000.0,Right
L. Kalinić,4/3/1990,28,200.66,98.9,GK,Croatia,76,78,6500000.0,Left
F. Fernández,2/21/1989,30,190.5,83.0,CB,Argentina,76,76,6000000.0,Right
J. Martínez,10/3/1986,32,185.42,79.8,ST,Colombia,76,76,7000000.0,Right
Emerson,8/3/1994,24,175.26,77.1,"LB,LM",Italy,76,82,9000000.0,Left
Rômulo,5/22/1987,31,152.4,72.1,"CM,RM,RB",Italy,76,76,6500000.0,Right
C. Benteke,12/3/1990,28,190.5,83.0,ST,Belgium,76,76,8000000.0,Right
M. Rashica,6/28/1996,22,152.4,73.0,"RW,RM",Kosovo,76,83,11000000.0,Right
L. Baines,12/11/1984,34,170.18,69.9,LB,England,76,76,3000000.0,Left
M. Noble,5/8/1987,31,152.4,76.2,"CM,CDM",England,76,76,6500000.0,Right
F. Benković,7/13/1997,21,193.04,91.2,CB,Croatia,76,85,10500000.0,Right
C. Riveros,10/16/1982,36,152.4,73.9,"CM,CDM",Paraguay,76,76,,Right
M. Niang,12/19/1994,24,182.88,78.0,"LW,ST",Senegal,76,81,10500000.0,Right
D. Santon,1/2/1991,28,187.96,77.1,"LB,RB",Italy,76,76,6500000.0,Right
I. Ordets,7/8/1992,26,193.04,88.0,CB,Ukraine,76,81,8500000.0,Right
Francisco Geraldes,4/18/1995,23,175.26,64.9,CAM,Portugal,76,82,10500000.0,Right
R. Snodgrass,9/7/1987,31,182.88,82.1,"RM,CM,LM",Scotland,76,76,7500000.0,Left
Vitor Hugo,5/20/1991,27,187.96,79.8,CB,Brazil,76,78,7500000.0,Left
M. Pašalić,2/9/1995,24,187.96,83.0,"CM,CDM",Croatia,76,83,10500000.0,Right
F. Borini,3/23/1991,27,154.94,73.9,"LW,RM",Italy,76,76,8000000.0,Right
N. Vukčević,12/13/1991,27,182.88,76.2,"CDM,CM",Montenegro,76,79,8000000.0,Left
A. Hutchinson,2/8/1983,36,187.96,83.0,"CDM,CM",Canada,76,76,1800000.0,Right
M. Moralez,2/27/1987,32,157.48,55.8,"CAM,CM",Argentina,76,76,7000000.0,Right
C. Austin,7/5/1989,29,187.96,83.9,ST,England,76,76,8000000.0,Right
Kenedy,2/8/1996,23,182.88,77.1,LM,Brazil,76,84,11500000.0,Left
Eltildo Correia,2/29/1992,27,187.96,78.0,"CB,RB,LB",Brazil,76,76,6500000.0,Right
João Pedro,3/9/1992,26,182.88,73.0,"CAM,CF,ST",Brazil,76,77,9000000.0,Right
A. Diamanti,5/2/1983,35,154.94,74.8,"CAM,CF",Italy,76,76,3400000.0,Left
Guilherme,4/5/1991,27,152.4,76.2,"CDM,CM",Brazil,76,78,7500000.0,Right
J. Morel,4/2/1984,34,175.26,78.0,CB,Madagascar,76,76,2300000.0,Left
Llorente,2/26/1985,34,193.04,92.1,ST,Spain,76,76,4800000.0,Right
G. Gönül,1/4/1985,34,175.26,74.8,RB,Turkey,76,76,3000000.0,Right
A. Paloschi,1/4/1990,29,182.88,79.8,ST,Italy,76,76,8000000.0,Right
Juli Freitinho,2/29/1988,31,193.04,91.2,CB,Brazil,76,76,5500000.0,Right
Markel Bergara,5/5/1986,32,154.94,78.0,"CDM,CM",Spain,76,76,4400000.0,Right
L. Nguyen,10/7/1986,32,172.72,68.0,"CAM,CM,ST",United States,76,76,7000000.0,Right
A. Knockaert,11/20/1991,27,172.72,68.9,RM,France,76,76,8500000.0,Left
Córdoba,3/13/1997,21,154.94,73.0,LW,Spain,76,83,11000000.0,Left
J. Veltman,1/15/1992,27,182.88,74.8,"RB,CB",Netherlands,76,77,7500000.0,Right
N. Sansone,9/10/1991,27,175.26,68.0,"ST,LM,RM",Italy,76,77,9000000.0,Right
A. Turan,1/30/1987,32,152.4,76.2,"CM,RM,LM",Turkey,76,76,6500000.0,Right
H. Seferović,2/22/1992,27,187.96,84.8,ST,Switzerland,76,77,9000000.0,Left
Rafael Cachoira,2/29/1988,31,187.96,83.9,"CB,CDM",Brazil,76,76,5500000.0,Right
A. Haidara,1/31/1998,21,175.26,67.1,"CM,RM",Mali,76,84,11500000.0,Right
F. Caputo,8/6/1987,31,154.94,73.9,ST,Italy,76,76,7500000.0,Right
M. Locatelli,1/8/1998,21,185.42,74.8,"CDM,CM",Italy,76,84,10000000.0,Right
J. Ayew,9/11/1991,27,182.88,81.2,ST,Ghana,76,76,8500000.0,Right
T. Jedvaj,11/28/1995,23,182.88,82.1,"CB,RB,LB",Croatia,76,83,9500000.0,Right
S. Hanni,12/29/1990,28,152.4,72.1,"CAM,LW",Algeria,76,76,8000000.0,Right
Andrés Fernández,12/16/1986,32,187.96,82.1,GK,Spain,76,76,4700000.0,Right
T. Monconduit,2/10/1991,28,182.88,83.0,"CDM,CM",France,76,77,7500000.0,Right
N. Mukiele,11/1/1997,21,185.42,73.9,"RB,CB",France,76,85,10000000.0,Right
D. Heintz,8/15/1993,25,187.96,88.9,CB,Germany,76,78,8000000.0,Left
Júnior Caiçara,4/27/1989,29,172.72,69.9,"RB,RM",Brazil,76,76,6000000.0,Right
A. Lennon,4/16/1987,31,165.1,63.0,"RM,LM",England,76,76,7000000.0,Right
J. Willems,3/30/1994,24,152.4,82.1,"LWB,LB,LM,CDM",Netherlands,76,79,8000000.0,Left
M. Veljković,9/26/1995,23,182.88,77.1,"CB,CDM",Serbia,76,83,9500000.0,Right
I. Belfodil,1/12/1992,27,190.5,86.2,"ST,CF",Algeria,76,77,9000000.0,Right
Miguel Lopes,12/19/1986,32,182.88,83.0,RB,Portugal,76,76,5000000.0,Right
D. Stephens,6/12/1989,29,185.42,71.2,"CM,CDM",England,76,76,7500000.0,Right
Brais Méndez,1/7/1997,22,187.96,76.2,"RM,RW,CM,CAM",Spain,76,85,12000000.0,Left
A. Smith,4/29/1991,27,154.94,78.0,"LB,RB,RWB",England,76,77,7000000.0,Right
Recio,1/11/1991,28,182.88,73.9,"CDM,CM",Spain,76,77,7500000.0,Right
Kiko Femenía,2/2/1991,28,175.26,60.8,"RB,RWB,RM",Spain,76,76,6500000.0,Right
M. Gaćinović,2/8/1995,24,175.26,68.9,"CM,CAM",Serbia,76,82,10500000.0,Right
P. Skjelbred,6/16/1987,31,175.26,73.9,"CDM,CM",Norway,76,76,5000000.0,Right
Fernandinho,3/16/1993,25,175.26,64.9,"CAM,RM",Brazil,76,79,9500000.0,Left
S. Brown,6/25/1985,33,175.26,79.8,CDM,Scotland,76,76,3100000.0,Right
M. Grujić,4/13/1996,22,190.5,82.1,"CDM,CM",Serbia,76,86,11000000.0,Right
A. Soumaoro,6/18/1992,26,187.96,91.2,CB,France,76,80,8500000.0,Right
Raúl Navas,5/11/1988,30,185.42,83.9,CB,Spain,76,76,5500000.0,Right
A. Szalai,12/9/1987,31,193.04,89.8,ST,Hungary,76,76,7500000.0,Right
A. Diawara,7/17/1997,21,182.88,73.9,"CM,CDM",Guinea,76,84,11500000.0,Right
L. Skorupski,5/5/1991,27,187.96,83.9,GK,Poland,76,79,6500000.0,Right
R. Hamouma,3/29/1987,31,152.4,76.2,RM,France,76,76,7000000.0,Right
K. Stöger,8/27/1993,25,175.26,74.8,"CAM,CM,LM",Austria,76,79,10000000.0,Left
K. Linetty,2/2/1995,24,175.26,73.0,CM,Poland,76,83,10500000.0,Right
S. Bell,8/24/1991,27,193.04,88.0,CB,Germany,76,77,7500000.0,Right
A. N'Diaye,3/6/1990,29,187.96,89.8,"CDM,CM",Senegal,76,77,7000000.0,Right
Y. Yazıcı,1/29/1997,22,182.88,73.9,"CAM,CM,RM",Turkey,76,83,11000000.0,Left
B. Oczipka,1/12/1989,30,185.42,84.8,"LWB,LB,LM",Germany,76,76,6000000.0,Left
F. Valverde,7/22/1998,20,182.88,78.0,"CM,LM,CAM",Uruguay,76,88,13000000.0,Right
M. Benítez,6/17/1994,24,172.72,72.1,"CAM,LM,RM,RW",Argentina,76,80,10000000.0,Right
M. Vorm,10/20/1983,35,182.88,83.9,GK,Netherlands,76,76,3100000.0,Right
N. Mendy,6/23/1992,26,167.64,73.0,"CDM,CM",France,76,78,7500000.0,Right
J. Vázquez,3/14/1988,30,165.1,64.0,"CDM,CM",Mexico,76,76,5500000.0,Right
Unai Núñez,1/30/1997,22,185.42,81.2,CB,Spain,75,83,8500000.0,Right
N. Radoja,2/6/1993,26,185.42,77.1,"CM,CDM",Serbia,75,78,8000000.0,Right
K. Gibbs,9/26/1989,29,152.4,69.9,"LB,LWB",England,75,75,5500000.0,Left
A. Hamdallah,12/17/1990,28,182.88,81.2,ST,Morocco,75,75,7000000.0,Right
Pablo Santos,3/18/1992,26,187.96,82.1,CB,Brazil,75,78,7000000.0,Left
S. Fofana,5/7/1995,23,182.88,77.1,"CM,CDM",Ivory Coast,75,82,9000000.0,Right
Felipe,7/31/1984,34,187.96,74.8,CB,Brazil,75,75,2700000.0,Left
C. Villanueva,2/5/1986,33,172.72,73.0,"CAM,CM",Chile,76,76,6000000.0,Left
Mossoró,7/4/1983,35,170.18,67.1,CAM,Brazil,76,76,3900000.0,Right
Diego Rico,2/23/1993,26,182.88,76.2,"LB,LWB",Spain,76,78,7500000.0,Left
Alberto Moreno,7/5/1992,26,170.18,64.9,LB,Spain,76,78,7500000.0,Left
J. Clasie,6/27/1991,27,170.18,66.2,"CM,CDM",Netherlands,76,77,8500000.0,Right
R. Funes Mori,3/5/1991,28,182.88,81.2,ST,Argentina,76,77,9000000.0,Right
O. Alonso,11/11/1985,33,154.94,69.9,"CDM,CM",Cuba,76,76,4400000.0,Right
A. Djiku,8/9/1994,24,182.88,73.9,CB,France,76,82,9000000.0,Right
J. Hogg,12/6/1988,30,175.26,73.0,"CDM,CM",England,76,76,6000000.0,Right
D. Calvert-Lewin,3/16/1997,21,187.96,71.2,"ST,LM",England,75,82,9500000.0,Right
M. Zeegelaar,8/12/1990,28,185.42,82.1,"LB,LWB",Netherlands,75,75,5500000.0,Left
G. Carrillo,5/25/1991,27,190.5,87.1,ST,Argentina,75,76,8000000.0,Right
Jozabed,3/8/1991,28,154.94,67.1,"CM,CDM,CAM",Spain,75,76,7500000.0,Right
A. Franco,10/11/1996,22,182.88,77.1,CB,Argentina,75,85,9500000.0,Right
D. Brooks,7/8/1997,21,182.88,62.1,"RM,CAM",Wales,75,86,11500000.0,Left
J. Bruma,11/13/1991,27,190.5,88.0,CB,Netherlands,75,78,7000000.0,Right
L. Sepe,5/8/1991,27,185.42,74.8,GK,Italy,75,78,5500000.0,Left
S. Vokes,10/21/1989,29,187.96,89.8,ST,Wales,75,75,7000000.0,Right
Javi López,1/21/1986,33,154.94,76.2,"RB,RWB",Spain,75,75,3700000.0,Right
J. Amavi,3/9/1994,24,175.26,69.9,LB,France,75,80,7500000.0,Left
Idris,12/27/1984,34,187.96,83.0,CDM,Senegal,75,75,2700000.0,Right
A. Potuk,4/8/1991,27,152.4,67.1,"CAM,LM,RM",Turkey,75,76,7500000.0,Right
O. Norwood,4/12/1991,27,175.26,68.9,CM,Northern Ireland,75,75,7000000.0,Right
R. Khedira,1/27/1994,25,187.96,83.9,"CB,CDM",Germany,75,78,7000000.0,Right
D. Machís,2/7/1993,26,170.18,73.9,"LW,RW,CAM",Venezuela,75,76,8000000.0,Right
R. Quaison,10/9/1993,25,182.88,77.1,"CF,ST,LW",Sweden,75,78,8500000.0,Right
P. Dummett,9/26/1991,27,182.88,82.1,LB,Wales,75,76,6500000.0,Left
L. Dimata,9/1/1997,21,182.88,83.0,ST,Belgium,75,83,10000000.0,Right
Allan Bardinho,2/29/1992,27,175.26,72.1,"CAM,CM",Brazil,75,75,7000000.0,Left
L. Butelle,4/3/1983,35,187.96,83.9,GK,France,75,75,1600000.0,Left
S. Cristóforo,8/23/1993,25,175.26,68.0,"CDM,CM",Uruguay,75,79,7500000.0,Right
Jason,7/6/1994,24,152.4,64.9,RM,Spain,75,81,9000000.0,Right
M. Agu,5/27/1993,25,182.88,77.1,"CDM,CM",Nigeria,75,78,7000000.0,Right
E. Badu,12/2/1990,28,172.72,69.9,"CM,CDM",Ghana,75,75,7000000.0,Right
N. Redmond,3/6/1994,25,172.72,68.9,"LM,RW",England,75,79,8500000.0,Right
Sandro,3/15/1989,29,187.96,74.8,"CDM,CM",Brazil,75,75,5000000.0,Right
A. Mounier,9/27/1987,31,175.26,64.9,"RW,LW,LM",France,75,75,6500000.0,Left
Matheus Pereira,5/5/1996,22,175.26,73.9,"RM,LM",Brazil,75,81,9000000.0,Left
C. Jallet,10/31/1983,35,152.4,69.9,"RWB,LB",France,75,75,1900000.0,Right
Diego Castro,7/2/1982,36,175.26,71.2,LW,Spain,75,75,2900000.0,Right
S. Okazaki,4/16/1986,32,172.72,78.0,"CAM,CF",Japan,75,75,5000000.0,Right
O. Kamara,10/15/1989,29,182.88,81.2,"ST,LW",Norway,75,75,7000000.0,Right
Xeka,11/10/1994,24,185.42,83.0,"CDM,CM",Portugal,75,81,8000000.0,Right
R. Karsdorp,2/11/1995,24,182.88,79.8,RB,Netherlands,75,80,7500000.0,Right
Marafona,5/8/1987,31,190.5,86.2,GK,Portugal,75,75,4000000.0,Right
D. Valdés,1/30/1994,25,152.4,74.8,"CAM,CM",Chile,75,79,8500000.0,Right
M. Gonalons,3/10/1989,29,187.96,76.2,"CDM,CM",France,75,75,5000000.0,Right
Burgui,10/29/1993,25,182.88,74.8,"LM,CAM,RM",Spain,75,78,8500000.0,Right
F. Guarín,6/30/1986,32,182.88,79.8,"CDM,CM",Colombia,75,75,3800000.0,Right
M. Jensen,1/1/1996,23,172.72,68.0,CM,Denmark,75,81,9000000.0,Right
R. Thomas,12/20/1994,24,175.26,64.0,CM,New Zealand,75,80,9000000.0,Right
B. Butko,1/13/1991,28,182.88,72.1,RB,Ukraine,75,75,5500000.0,Right
L. Cigarini,6/20/1986,32,175.26,72.1,"CM,CDM",Italy,75,75,5000000.0,Right
A. Musa,10/14/1992,26,170.18,62.1,"LM,ST",Nigeria,75,76,8000000.0,Right
M. Morozyuk,1/17/1988,31,175.26,71.2,"RB,RM,LB,LM",Ukraine,75,75,4800000.0,Right
G. Schennikov,4/27/1991,27,154.94,74.8,"LWB,LM",Russia,75,76,6000000.0,Left
André Ramalho,2/16/1992,27,182.88,78.0,"CB,CDM",Brazil,75,77,6500000.0,Right
T. Foket,9/25/1994,24,152.4,73.9,RB,Belgium,75,80,7500000.0,Right
P. Foden,5/28/2000,18,170.18,68.9,"CAM,CM",England,75,90,13500000.0,Left
Walace,4/4/1995,23,187.96,74.8,"CDM,CM",Brazil,75,81,8000000.0,Right
I. Kahveci,7/15/1995,23,175.26,67.1,"CAM,CM,LM",Turkey,75,80,9000000.0,Left
J. Briand,8/2/1985,33,154.94,83.9,ST,France,75,75,5500000.0,Right
D. Rolán,3/24/1993,25,152.4,69.9,"ST,LM,RM",Uruguay,75,78,8500000.0,Right
C. Théréau,4/24/1983,35,187.96,78.9,"LW,CF",France,75,75,2900000.0,Right
B. Valdez,10/6/1992,26,182.88,78.9,"CB,RB",Paraguay,75,77,7000000.0,Right
M. Konaté,4/3/1993,25,182.88,78.0,ST,Senegal,75,79,8500000.0,Right
H. Ayala,3/31/1987,31,182.88,81.2,CB,Mexico,75,75,4500000.0,Right
J. Kluivert,5/5/1999,19,170.18,66.2,"LW,RW",Netherlands,75,86,11000000.0,Right
P. Tau,5/13/1994,24,167.64,64.9,"ST,RW,LW,CAM",South Africa,75,81,,Right
Eraso,3/22/1990,28,154.94,71.2,"CAM,CDM,RM",Spain,75,75,6500000.0,Right
A. Boruc,2/20/1980,39,193.04,87.1,GK,Poland,75,75,450000.0,Right
S. Larsson,4/10/1993,25,152.4,69.9,LW,Sweden,75,77,8000000.0,Right
Paulinho,7/10/1994,24,170.18,63.0,"CAM,CM,RW",Brazil,75,81,9000000.0,Left
J. Urretaviscaya,3/19/1990,28,172.72,66.2,"RW,RM",Uruguay,75,75,6500000.0,Right
Y. Aït Bennasser,7/7/1996,22,182.88,73.9,"CM,CDM",Morocco,75,83,10000000.0,Right
P. Bernardoni,4/18/1997,21,190.5,78.0,GK,France,75,84,8000000.0,Left
J. Brenet,3/20/1994,24,154.94,73.9,"LWB,LB,RB,RWB",Netherlands,75,77,6500000.0,Right
Aleñá,1/5/1998,21,154.94,73.0,"CM,RW,CAM",Spain,75,87,12000000.0,Left
Thiago Maia,3/23/1997,21,152.4,78.9,"CDM,CM",Brazil,75,82,8000000.0,Left
R. Skov,5/25/1996,22,182.88,76.2,RM,Denmark,75,83,10000000.0,Left
M. Isla,6/12/1988,30,175.26,74.8,"RB,CM",Chile,75,75,4800000.0,Right
W. McKennie,8/28/1998,20,185.42,83.9,"CM,CDM,CAM,RM",United States,75,85,10500000.0,Right
J. Tavernier,10/31/1991,27,182.88,74.8,RB,England,75,76,6500000.0,Right
S. Kalu,8/26/1997,21,175.26,73.9,"RM,RW",Nigeria,75,86,11500000.0,Right
Marlon,9/7/1995,23,182.88,79.8,CB,Brazil,75,82,8000000.0,Right
A. Duncan,3/10/1993,25,152.4,78.0,CM,Ghana,75,80,8500000.0,Left
S. Sturaro,3/9/1993,25,154.94,79.8,CM,Italy,75,78,8000000.0,Right
H. Arter,12/28/1989,29,175.26,69.9,CM,Republic of Ireland,75,75,6500000.0,Left
V. Buyalskyi,1/6/1993,26,170.18,60.8,"CM,CAM,CDM",Ukraine,75,78,8000000.0,Right
M. Sarr,1/23/1999,20,182.88,73.0,"CB,LB",France,75,84,8500000.0,Left
I. Fernández,1/12/1990,29,182.88,67.1,"CM,CAM",Argentina,75,75,6500000.0,Left
H. Hateboer,1/9/1994,25,187.96,73.9,"RM,RB",Netherlands,75,77,8000000.0,Right
F. Niederlechner,10/24/1990,28,187.96,86.2,ST,Germany,75,75,7000000.0,Right
P. Schwegler,3/9/1987,32,152.4,73.9,"CDM,CM",Switzerland,75,75,4500000.0,Right
B. Pearson,1/4/1995,24,175.26,71.2,CDM,England,75,81,8000000.0,Right
T. Abraham,10/2/1997,21,190.5,79.8,ST,England,75,85,11000000.0,Right
Jefferson,7/5/1988,30,175.26,72.1,LB,Brazil,75,75,5000000.0,Left
J. Mæhle,5/20/1997,21,182.88,79.8,RB,Denmark,75,84,9000000.0,Right
Unai López,10/30/1995,23,170.18,69.9,"CM,LM,CDM",Spain,75,82,9000000.0,Right
I. Amadou,4/6/1993,25,182.88,81.2,"CDM,CB",France,75,80,7500000.0,Right
C. Günter,2/28/1993,26,182.88,83.0,"LB,LWB",Germany,75,76,6500000.0,Left
O. Onazi,12/25/1992,26,172.72,73.0,"CDM,CM",Nigeria,75,78,7000000.0,Right
J. Montero,9/1/1989,29,172.72,69.9,"LM,LW",Ecuador,75,75,6500000.0,Right
O. Murillo,4/18/1988,30,182.88,83.0,CB,Colombia,75,75,4900000.0,Left
Borja Bastón,8/25/1992,26,190.5,82.1,ST,Spain,75,78,8500000.0,Right
L. Zelarayán,6/20/1992,26,172.72,73.0,"CAM,CM",Argentina,75,77,8000000.0,Right
M. Kelly,4/27/1990,28,190.5,77.1,"CB,RB",England,75,76,6000000.0,Right
A. Umar,3/6/1995,24,175.26,72.1,"LM,RM",Nigeria,75,80,9000000.0,Right
Zaldúa,6/24/1992,26,175.26,69.9,RB,Spain,75,78,7000000.0,Right
M. Diagne,10/28/1991,27,190.5,86.2,ST,Senegal,75,76,8000000.0,Right
Jovane Cabral,6/14/1998,20,175.26,68.0,"LW,RW",Cape Verde,75,85,11000000.0,Right
S. Dann,2/14/1987,32,187.96,78.0,CB,England,75,75,4500000.0,Right
M. Pavlović,6/9/1990,28,195.58,93.9,CB,Croatia,75,75,5500000.0,Right
A. Surman,8/20/1986,32,152.4,73.0,"CM,CDM",England,75,75,5500000.0,Left
F. Kainz,10/24/1992,26,175.26,71.2,"LM,CM,CAM",Austria,75,76,8000000.0,Right
Fran Beltrán,2/3/1999,20,170.18,64.0,"CDM,CM",Spain,75,83,8000000.0,Right
K. Vermeer,1/10/1986,33,154.94,78.0,GK,Netherlands,75,75,3800000.0,Right
Fontàs,11/14/1989,29,185.42,86.2,CB,Spain,75,76,6000000.0,Left
L. Quiñones,6/26/1991,27,152.4,64.9,"LM,RM,CM",Colombia,75,75,7000000.0,Left
M. Leckie,2/4/1991,28,154.94,82.1,"RM,LM,RW",Australia,75,75,7000000.0,Right
Tchê Tchê,9/30/1992,26,175.26,66.2,"CM,CDM",Brazil,75,78,8000000.0,Right
S. March,7/20/1994,24,154.94,77.1,"LM,RM,RW",England,74,78,7500000.0,Left
B. Dabo,2/18/1992,27,185.42,81.2,"CM,CDM",Burkina Faso,74,75,6500000.0,Right
F. Midtsjø,8/11/1993,25,175.26,69.9,"CM,CDM",Norway,74,77,7000000.0,Right
Arribas,5/1/1989,29,182.88,76.2,CB,Spain,74,74,4400000.0,Right
Duirval Diniz,2/29/1984,35,187.96,82.1,"CB,RB",Brazil,74,74,1700000.0,Right
O. Watkins,12/30/1995,23,154.94,69.9,"RW,LW,ST",England,74,81,8000000.0,Right
R. Tapia,7/28/1995,23,182.88,78.0,"CDM,CM",Peru,74,79,6500000.0,Right
E. Roco,8/16/1992,26,193.04,78.9,CB,Chile,74,77,6000000.0,Right
J. Svensson,3/6/1993,26,170.18,69.9,"RB,CM",Norway,74,77,6000000.0,Right
L. Orbán,2/3/1989,30,152.4,78.9,"CB,LB",Argentina,74,74,4400000.0,Left
G. Donsah,6/17/1996,22,175.26,69.9,CM,Ghana,75,81,9000000.0,Right
L. Krejčí,7/5/1992,26,154.94,68.0,"LW,RW,RM",Czech Republic,75,75,7000000.0,Left
S. Sinclair,3/25/1989,29,152.4,69.9,LM,England,75,75,6500000.0,Right
B. Jokič,5/17/1986,32,175.26,77.1,"LWB,LB",Slovenia,75,75,,Left
M. Thuram,8/6/1997,21,193.04,88.0,"LM,ST",France,75,83,10000000.0,Right
S. Romero,7/22/1988,30,152.4,76.2,"ST,RM",Argentina,75,75,6500000.0,Right
C. Atsu,1/10/1992,27,165.1,64.9,"LM,RM",Ghana,74,74,6000000.0,Left
C. Träsch,9/1/1987,31,154.94,74.8,"CDM,RB",Germany,74,74,4200000.0,Right
